,App,Category,Size_M,Price,Rating
4223,"Marline - Weather, Tides & Moon",Weather,7.7080078125,0.99,4.0
4224,公牛炒股-证券开户交易软件,Finance,38.490234375,0.99,0.0
4225,君の目的はボクを殺すこと。,Games,147.357421875,0.0,0.0
4226,Truck Simulator PRO 2016,Games,565.431640625,3.99,4.0
4227,二炮手-同名抗战狙击手游(孙红雷主演),Games,312.76953125,0.0,3.0
4228,Forest Heroes Story,Games,68.2255859375,0.0,4.5
4229,Legendary - Game of Heroes,Games,166.9033203125,0.0,4.5
4230,【真・お絵かきパズル】〇〇投げてみた結果ｗｗ　完全無料！,Games,66.62109375,0.0,4.5
4231,【実況】今からカレシを葬る #衝撃の実況動画ノベルゲーム,Games,63.7216796875,0.0,0.0
4232,BuzzTube - Video Player for YouTube,Entertainment,14.8427734375,0.0,4.5
4233,EVERYTOWN,Games,62.759765625,0.0,4.0
4234,Kendall and Kylie,Games,530.396484375,0.0,4.5
4235,HOUND Voice Search & Assistant,Productivity,60.5341796875,0.0,4.0
4236,Genies & Gems,Games,267.5283203125,0.0,4.5
4237,The Blacklist: Conspiracy,Games,96.458984375,0.0,4.0
4238,"Thirty Days & Seven Seas – Pirate Battle Board Game Starring Clarence, Jeff and Sumo",Games,1176.703125,2.99,4.5
4239,まぐろ職人（通）,Games,26.0625,0.0,0.0
4240,Downwell,Games,78.39453125,2.99,5.0
4241,Teeny Titans - Teen Titans Go! Figure Battles,Games,676.9091796875,3.99,4.5
4242,BB-8™ App Enabled Droid Powered by Sphero,Entertainment,381.228515625,0.0,4.5
4243,City Car Driving,Games,85.62890625,0.0,4.0
4244,Endless Sky,Games,34.1484375,0.0,4.5
4245,Warrior Balls,Games,31.3349609375,0.0,4.5
4246,出会い応援チャットアプリLIKE YOU,Social Networking,9.751953125,0.0,0.0
4247,The Lost Treasure,Games,123.6064453125,2.99,5.0
4248,TALES OF LINK,Games,105.95703125,0.0,4.0
4249,Black Hole -世の中で最も困難な物理げーむ ぱずる-,Games,141.5810546875,0.0,0.0
4250,Ys Chronicles II,Games,444.6796875,4.99,5.0
4251,Teenage Mutant Ninja Turtles: Legends,Games,877.607421875,0.0,4.5
4252,Just Press Record,Utilities,2.3134765625,4.99,4.0
4253,倩女幽魂-周年庆资料片开启新主角剧情,Games,990.2119140625,0.0,4.5
4254,Adventure Company,Games,371.759765625,0.0,4.5
4255,Snowboarding The Fourth Phase,Games,452.58203125,0.0,4.5
4256,Smart Watch Notice,Utilities,1.4755859375,4.99,1.0
4257,Dig Deep!,Games,29.47265625,1.99,3.5
4258,Myths of the World: Black Rose HD - A Hidden Object Adventure (Full),Games,905.39453125,6.99,4.0
4259,Myths of the World: Black Rose - A Hidden Object Adventure (Full),Games,759.484375,2.99,4.0
4260,风行视频+ HD - 电影电视剧体育视频播放器,Entertainment,62.8212890625,0.0,4.5
4261,EatMe.io: Hungry Fish Attack!,Games,275.9365234375,0.0,3.5
4262,VR Street Jump for Google Cardboard,Games,102.328125,0.0,3.5
4263,Super Sharp,Games,14.41015625,1.99,5.0
4264,Beat the Boss 4,Games,749.8173828125,0.0,4.0
4265,Weed Firm: RePlanted,Games,116.9248046875,0.0,4.5
4266,Goosebumps Night of Scares,Games,329.4541015625,0.0,4.0
4267,Finger Hero: Avoid Obstacles,Games,143.451171875,0.0,4.5
4268,Mad City Crime,Games,239.3662109375,0.0,3.0
4269,Sea Hero Quest,Games,343.615234375,0.0,5.0
4270,Ominous Objects: Phantom Reflection HD - A Hidden Object Adventure (Full),Games,1347.01171875,6.99,4.0
4271,Egg!,Games,308.48828125,0.0,4.5
4272,Endless Learning Academy,Education,735.02734375,0.0,4.0
4273,Focus! - Can You Tell Them Apart?,Games,35.3515625,0.0,3.5
4274,BMX Streets,Games,279.6162109375,2.99,3.5
4275,Tap Tap Dash,Games,65.7421875,0.0,4.5
4276,Dungelot: Shattered Lands,Games,384.0859375,3.99,4.5
4277,Goal Kick - free penalty shootout soccer game,Games,13.5146484375,0.0,3.0
4278,Power Hover,Games,174.1337890625,3.99,4.5
4279,"OVLA - Awesome & Creative Typography Design, Graphic Design, Photo Editing",Photo & Video,60.2490234375,0.99,3.5
4280,Shimmer and Shine: Enchanted Carpet Ride Game HD,Education,474.69921875,4.99,4.0
4281,Shimmer and Shine:  Enchanted Carpet Ride Game,Education,474.27734375,2.99,3.0
4282,theSkimm,News,27.4033203125,0.0,4.5
4283,铁血武林-武侠回合制策略手游,Games,259.6640625,0.99,0.0
4284,SW/NG - Living Photos. Memories that Swing.,Photo & Video,85.43359375,0.0,3.0
4285,What's My Mutt?,Lifestyle,51.4599609375,0.99,4.0
4286,A high end tuner for all instruments!@Tuner,Music,30.6123046875,2.99,0.0
4287,[the Sequence],Games,126.67578125,0.99,5.0
4288,Analog London,Photo & Video,18.10546875,0.99,5.0
4289,Analog Paris,Photo & Video,26.28515625,0.99,4.5
4290,Analog Budapest,Photo & Video,18.35546875,0.99,4.5
4291,GyroSphere Trials,Games,192.525390625,0.0,3.5
4292,新大主宰-2016卡牌手游巨作！,Games,308.51953125,0.0,0.0
4293,Runtastic Results: Workout & Bodyweight Training,Health & Fitness,201.0810546875,0.0,4.5
4294,Bella's Pizza Place - Italian Food Maker,Games,200.5029296875,0.0,4.0
4295,iScanner - PDF Document Scanner App,Business,77.4111328125,4.99,4.5
4296,VPN Proxy Master Pro,Productivity,21.8564453125,5.99,5.0
4297,Outback,Food & Drink,70.521484375,0.0,4.5
4298,Don't Be Squared,Games,85.1689453125,0.0,4.0
4299,Re:Monster,Games,181.8291015625,0.0,3.5
4300,パチスロ バイオハザード6,Games,1962.078125,14.99,0.0
4301,謎解き母からのメモ,Book,20.3056640625,0.0,0.0
4302,Supermodel Star - Rule the Runway,Games,133.4140625,0.0,4.0
4303,Shopkins: Top Trumps,Games,266.0068359375,2.99,3.0
4304,Inversions,Education,22.1728515625,2.99,0.0
4305,"BusyCal - Calendar, Reminders & To Dos",Productivity,31.146484375,4.99,3.5
4306,Titan Quest,Games,1261.8671875,7.99,4.0
4307,CLUE Bingo,Games,221.58984375,0.0,4.5
4308,Home - Design & Decor Shopping,Lifestyle,48.2294921875,0.0,4.5
4309,Crazy Cake Swap,Games,197.4873046875,0.0,5.0
4310,まぐろ投げ！,Games,22.3876953125,0.0,0.0
4311,Camcorder - Record VHS Home Videos,Photo & Video,14.4912109375,0.0,4.5
4312,Basket Fall - Basketball Dunking Sim,Games,98.859375,0.0,4.5
4313,大圣捉妖记,Games,114.8759765625,0.0,0.0
4314,大头儿子天天乐跑-和孩子一起玩的游戏！,Games,106.6103515625,0.0,0.0
4315,Ringtones for iPhone with Ringtone Maker,Music,36.677734375,0.0,4.5
4316,Civil War: Wilson's Creek,Games,239.9501953125,1.99,3.0
4317,"Road watcher: dash camera, car video recorder.",Navigation,6.0361328125,0.99,3.0
4318,go90 – Stream TV & Live Sports,Entertainment,46.119140625,0.0,4.0
4319,Music Memos,Music,139.3447265625,0.0,4.0
4320,Little Fox Animal Doctor - be a vet,Book,288.568359375,1.99,2.5
4321,Rolling Sky,Games,132.1123046875,0.0,4.5
4322,Voice Translator with Offline Dictionary Pro,Book,99.08203125,13.99,4.5
4323,Bakery Blitz: Cooking Game,Games,115.9052734375,0.0,4.0
4324,Disney Junior Magic Phone with Sofia the First and Mickey Mouse,Education,600.716796875,2.99,4.0
4325,Team Drift Cats,Games,250.412109375,0.99,4.5
4326,"Themify - Full HD Themes for iPhone with Live Wallpapers, Backgrounds and Keyboards.",Utilities,80.708984375,3.99,4.5
4327,Talking Tom Jetski,Games,101.396484375,0.0,4.0
4328,Talking Tom Bubble Shooter,Games,182.5322265625,0.0,4.5
4329,Should Shoot,Games,31.8701171875,2.99,5.0
4330,Personal Progress Binder,Productivity,57.642578125,4.99,4.5
4331,iFaces - Custom Themes and Faces for Apple Watch,Lifestyle,26.109375,1.99,2.5
4332,渡劫-多武器战斗,Games,660.8291015625,0.99,0.0
4333,Build Your Palace,Games,161.974609375,0.99,4.0
4334,Ice Cream Truck Girl - Frozen Sweets Maker,Games,216.640625,0.0,4.0
4335,Ringtones for iPhone Unlimited.,Music,46.716796875,2.99,4.0
4336,Minds On Physics the App - Part 1,Education,61.578125,0.99,1.5
4337,Giant Turnip Game: A Voyage Of Vegetable Extraction!,Games,79.2216796875,0.0,5.0
4338,Billiards9,Games,282.896484375,0.0,0.0
4339,Carmen Sandiego Returns-A Global Spy Game for Kids,Education,191.513671875,3.99,3.0
4340,Green Game TimeSwapper,Games,251.65234375,2.99,0.0
4341,果罐Pro-通知中心快捷安全启动插件,Utilities,48.501953125,2.99,0.0
4342,Yellow - Make new friends,Lifestyle,80.775390625,0.0,4.5
4343,Shopkins World!,Games,630.36328125,0.0,4.0
4344,POTO - Photo Collage Maker,Photo & Video,50.80078125,0.0,4.5
4345,Sky Chasers,Games,92.02734375,0.0,4.5
4346,Labyrinths of the World: Forbidden Muse HD - A Mystery Hidden Object Game (Full),Games,2220.28125,6.99,4.0
4347,Dark Tales: Edgar Allan Poe’s The Mystery of Marie Roget HD - A Hidden Object Mystery (Full),Games,809.3828125,6.99,3.5
4348,Dark Tales: Edgar Allan Poe’s The Mystery of Marie Roget - A Hidden Object Mystery (Full),Games,809.3984375,2.99,3.0
4349,LEGO® Ninjago™: Shadow of Ronin™,Games,1218.2890625,4.99,4.5
4350,セブン‐イレブンアプリ,Lifestyle,13.58203125,0.0,0.0
4351,"lollicam - photo, video, and selfie camera",Photo & Video,109.6259765625,0.0,3.5
4352,Motor Trend OnDemand,Entertainment,64.158203125,0.0,2.5
4353,Bullet'nTunes,Games,199.65234375,1.99,4.0
4354,FastEver 2 - Quick memo app for Evernote,Productivity,44.943359375,3.99,4.5
4355,Extreme Forklifting 2,Games,98.939453125,0.0,4.0
4356,Street Fighter Puzzle Spirits,Games,143.58984375,0.0,2.5
4357,Galaxy on Fire 3 - Manticore,Games,1426.9501953125,0.0,4.0
4358,爆速！マルチ募集掲示板 for モンスト,Entertainment,60.046875,0.0,0.0
4359,Patchmania KIDS - A Puzzle About Bunny Revenge!,Games,97.513671875,3.99,4.5
4360,Electoral 2016 - Create Presidential Election Maps,News,17.5087890625,1.99,4.0
4361,Sesame Street Alphabet Kitchen,Education,306.875,2.99,4.5
4362,Amateur Surgeon 4,Games,113.271484375,0.0,4.5
4363,艶が～るプレミアム 女性向け恋愛ゲーム！乙女げーむ,Games,20.2275390625,0.0,0.0
4364,Last Empire – War Z: Zombie Strategy Game,Games,142.1328125,0.0,4.0
4365,Scanner App - PDF Document Scan,Business,91.7763671875,0.0,4.5
4366,全国一斉性格テストDX,Entertainment,17.23046875,0.0,0.0
4367,One Button Travel,Games,124.9150390625,2.99,3.5
4368,my KONAMI Slots - Vegas Casino Slot Machine Games,Games,208.3671875,0.0,4.5
4369,Smart Virtual Boyfriend,Lifestyle,6.4189453125,0.0,2.0
4370,Exploding Kittens® - The Official Game,Games,204.9423828125,1.99,4.0
4371,盗墓之王-寻龙秘事,Games,198.6279296875,0.0,0.0
4372,My Rockstar Girls - Party Rock Band,Games,129.837890625,0.0,3.5
4373,Bibi & Tina: Pferdeabenteuer,Games,594.1259765625,2.99,0.0
4374,Fairy Land Rescue - Save the Magic Village,Games,117.1357421875,0.0,4.0
4375,Musicloud Pro - MP3 and FLAC Music Player for Cloud Platforms.,Music,21.283203125,2.99,4.5
4376,Musicloud - MP3 and FLAC Music Player for Cloud Platforms.,Music,46.9853515625,0.0,4.0
4377,Zasa : An AI Story,Games,29.796875,0.99,4.5
4378,Mahjong Classic Board Game,Games,64.966796875,0.0,4.5
4379,Star Skater,Games,257.705078125,0.0,4.0
4380,愛しのショコラティエ いけめん恋愛ゲーム・乙女げーむ女性向け人気,Games,162.6611328125,0.0,0.0
4381,Thomas & Friends: Race On!,Games,514.115234375,0.0,3.0
4382,Assault on Arnhem,Games,179.3701171875,4.99,2.5
4383,闪瘦-健康减肥瘦身,Health & Fitness,49.626953125,0.0,0.0
4384,Dulp,Games,40.34375,0.0,4.5
4385,A Good Snowman Is Hard To Build,Games,90.4267578125,4.99,4.5
4386,The Monsters by Tinybop,Education,254.7763671875,2.99,4.5
4387,FINAL FANTASY Ⅸ,Games,3681.5703125,20.99,4.5
4388,Delicious - Emily's Tea Garden,Games,105.51953125,9.99,2.0
4389,格斗学院-社团争霸圣装崛起，热血高校一触即发,Games,512.671875,0.0,4.5
4390,DOFUS Touch,Games,3.2109375,0.0,4.0
4391,Model 15,Music,196.4306640625,29.99,5.0
4392,Weather Gods,Weather,241.0693359375,2.99,4.5
4393,Fitbod Workout Log: Strength Lifting Bodybuilding,Health & Fitness,68.046875,0.0,5.0
4394,"Bloxels: Build, Play & Share Your Own Video Games",Education,243.4033203125,0.0,3.5
4395,Boomerang from Instagram,Photo & Video,14.9384765625,0.0,3.5
4396,Football Clicker,Games,164.3505859375,0.0,4.5
4397,Magnets!,Games,26.125,0.0,3.5
4398,Beat Stomper,Games,129.765625,1.99,5.0
4399,Super Phantom Cat - Be a jumping bro.,Games,115.119140625,0.0,4.5
4400,Fairytale Fiasco - Sleeping Spell Rescue,Games,139.00390625,0.0,4.0
4401,400ステージに挑戦！ばあジャンプ,Games,52.630859375,0.0,0.0
4402,Titan Brawl,Games,236.763671875,0.0,4.5
4403,The Westport Independent,Games,67.96484375,4.99,3.5
4404,Emoji Bae - Custom Emojis,Utilities,12.37890625,1.99,2.5
4405,斗斗大冒险之我爱斗斗堂-官方正版4v4竞技抛物线手游,Games,228.650390625,0.0,0.0
4406,Splash Cars,Games,173.796875,0.0,4.5
4407,The Very Hungry Caterpillar™ – Shapes & Colors,Education,91.2568359375,2.99,5.0
4408,Batman Unlimited: Gotham City’s Most Wanted,Book,423.646484375,3.99,3.5
4409,The Very Hungry Caterpillar - Creative Play,Education,95.037109375,2.99,4.0
4410,twofold inc.,Games,36.939453125,3.99,4.5
4411,Neon Drive - '80s style arcade game,Games,185.1513671875,3.99,4.5
4412,Candy Party: Coin Carnival Dozer,Games,238.4638671875,0.0,4.5
4413,Fear For Sale: Phantom Tide HD - A Scary Hidden Object Mystery (Full),Games,1748.90625,6.99,4.0
4414,Stage Rush: Imagine Dragons,Games,257.8974609375,0.0,4.5
4415,ROCKY™,Games,329.283203125,0.0,4.0
4416,Tiny Bone,Games,107.9609375,0.0,0.0
4417,Face Swap Live,Photo & Video,85.66796875,1.99,4.0
4418,caRRage,Games,352.2265625,0.0,4.5
4419,Swap Ball - Endless Arcade Bouncer,Games,94.673828125,0.0,4.0
4420,BattleHand,Games,190.1796875,0.0,4.5
4421,Hey! VINA - Where Women Meet New Friends,Social Networking,99.1357421875,0.0,3.0
4422,币优铺,Finance,23.091796875,0.0,0.0
4423,BrainTraining!!GASHAAAAAAN!!,Games,126.1376953125,0.0,0.0
4424,Toca Life: School,Education,315.8642578125,2.99,4.5
4425,Rayman Adventures,Games,416.9755859375,0.0,4.0
4426,Parallels,Games,92.359375,0.0,4.0
4427,"Warhammer 40,000: Freeblade",Games,1359.5693359375,0.0,4.5
4428,Tap Cats: Idle Warfare,Games,242.4560546875,0.0,4.5
4429,The End of the World by Sean Wenham,Games,100.9892578125,0.99,4.5
4430,Beyond: Light Advent Collector's Edition (Full),Games,1293.3603515625,6.99,4.0
4431,The Cooking Game- With Cute iMessage Food Stickers,Games,93.63671875,0.0,4.5
4432,Fits - Block Puzzle King,Games,67.279296875,0.0,4.5
4433,Critter Academy,Games,514.513671875,0.0,3.5
4434,拼多多 - 1亿人都在拼的购物App,Shopping,36.5712890625,0.0,2.5
4435,Micro Machines,Games,245.5654296875,0.0,4.5
4436,Agent Gumball - Roguelike Spy Game,Games,534.7392578125,2.99,4.0
4437,Maze: Subject 360 HD - A Mystery Hidden Object Game (Full),Games,1096.30859375,6.99,4.5
4438,Halfpipe Hero - Retro Arcade Skateboarding,Games,57.2900390625,0.0,4.5
4439,Colored Dots -  by Ukids,Education,220.705078125,0.99,0.0
4440,Knots - The Ultimate Brain Challenge,Games,174.41796875,0.0,3.5
4441,Mobike - Dockless Bike Share,Travel,88.7880859375,0.0,4.5
4442,You hate me? わたしのこと きらい？,Games,51.2783203125,0.0,5.0
4443,Le Havre: The Inland Port,Games,171.2958984375,4.99,4.0
4444,Cut the Rope: Magic,Games,184.134765625,0.99,4.5
4445,Nevertales: Legends - A Hidden Object Adventure (Full),Games,738.9208984375,6.99,4.5
4446,Dark Realm: Princess of Ice HD - A Mystery Hidden Object Game (Full),Games,1019.8359375,6.99,4.0
4447,Hunting USA,Games,315.7666015625,1.99,3.5
4448,The Secret Order: Beyond Time HD - A Hidden Object Adventure (Full),Games,580.0234375,6.99,4.5
4449,Surfingers,Games,278.341796875,0.0,4.5
4450,Day One Journal,Lifestyle,174.509765625,4.99,4.5
4451,Watch OWN,Entertainment,63.833984375,0.0,4.5
4452,下ヨシ子の「２０１６年　あなたの流生命」,Lifestyle,7.4013671875,0.0,0.0
4453,Streaks Workout,Health & Fitness,39.669921875,2.99,3.0
4454,Smash Fu - Endless Arcade Smasher,Games,69.2041015625,0.0,4.5
4455,Into the Dim,Games,52.87890625,0.0,4.5
4456,Five Card Quest - Tactical RPG Battles,Games,187.6318359375,2.99,4.0
4457,Vlogger Go Viral - Clicker Game & Vlog Simulator,Games,95.904296875,0.0,5.0
4458,Flipominos,Games,29.2958984375,2.99,4.5
4459,Inquire by Tamper,Travel,52.5087890625,0.99,4.5
4460,RadiTube - great radio player for am/fm radios,Entertainment,28.7412109375,0.0,0.0
4461,Microgolf Masters,Games,197.2265625,0.0,4.0
4462,NO THING - Surreal Arcade Trip,Games,122.2880859375,1.99,4.5
4463,Flip Diving,Games,181.0068359375,0.0,4.5
4464,Interact Contacts - Do more with your Contacts!,Productivity,25.5615234375,1.99,4.0
4465,Danger Dodgers,Games,169.29296875,0.0,4.5
4466,モンスターマスターX【オンライン対戦型RPG（ロールプレイング・ゲーム）】,Games,70.83984375,0.0,0.0
4467,Geometry Dash Meltdown,Games,52.876953125,0.0,4.5
4468,Sacred Legends,Games,504.1416015625,0.0,4.0
4469,BO3 Ultimate Utility™ for Call of Duty Black Ops 3,Games,45.10546875,4.99,3.5
4470,"Halloween Makeover: Spa, Makeup & Dressup Salon",Games,94.6591796875,1.99,5.0
4471,"GameDay College Football Radio - Live Games, Scores, News, Highlights, Videos, Schedule, and Rankings",Sports,18.23046875,1.99,4.0
4472,Gang City,Games,155.83203125,0.0,2.5
4473,Why You Lying?,Entertainment,44.8037109375,0.0,2.5
4474,そら案内,Weather,99.4638671875,0.0,0.0
4475,Pocket Glasses PRO - text magnifier app,Utilities,8.560546875,3.99,2.0
4476,Lane Racer,Games,129.171875,0.0,3.5
4477,Bose Connect,Music,88.255859375,0.0,3.0
4478,A Tiny Game of Pong,Games,1.9189453125,1.99,4.0
4479,Disney Crossy Road,Games,178.6064453125,0.0,4.5
4480,Zemoji Zombie Emoji - Halloween iMessage Stickers,Entertainment,45.294921875,0.99,4.0
4481,Pull My Tongue,Games,244.6728515625,0.99,4.0
4482,Indoor soccer – football Dream league journey,Games,72.130859375,0.0,2.5
4483,Sam’s Club Scan & Go,Shopping,30.9658203125,0.0,4.5
4484,Sesame Street Makes Music,Education,162.8828125,2.99,4.0
4485,洋菓子店ローズ ～ほのぼの再建記～,Games,98.2548828125,0.0,4.5
4486,Cat Monsters,Games,83.4140625,0.0,4.0
4487,Hungry Shark World,Games,908.1103515625,0.0,4.5
4488,Filterra – Photo Editor,Photo & Video,79.5537109375,3.99,4.5
4489,Eat Game,Games,56.01171875,0.0,0.0
4490,【謎解き】罪と罰-ノベルゲーム型 推理アドベンチャー,Book,37.4150390625,0.0,4.0
4491,Axe in Face 2,Games,166.150390625,0.0,4.5
4492,Cops & Robbers!,Games,162.6494140625,0.0,4.0
4493,Candy Crush Jelly Saga,Games,187.2724609375,0.0,4.0
4494,Papa's Cupcakeria HD,Games,51.15234375,2.99,4.5
4495,MuseCam - Edit Photos & Manual Camera,Photo & Video,16.087890625,0.0,4.5
4496,Ticket Drops,Entertainment,38.0625,1.99,2.5
4497,BFB Champions 2.0 ~Football Club Manager~,Games,188.7998046875,0.0,4.0
4498,Geometry Lock,Games,135.2958984375,0.0,3.5
4499,歌手発掘 動画投稿アプリ  カラオケ！sing!  App Star,Entertainment,39.8330078125,0.0,0.0
4500,Rope Racers - Fun Multiplayer Racing Game,Games,130.8974609375,0.0,4.0
4501,Ball Maze!,Games,144.4619140625,0.0,3.0
4502,Ultimate Briefcase,Games,54.4287109375,0.0,4.0
4503,Burgers & Shakes - Fast Food Maker,Games,248.041015625,0.0,4.0
4504,Yummy Birthday - Party Food Maker,Games,215.76171875,0.0,4.0
4505,Learn 2 Fly,Games,336.9140625,0.0,4.0
4506,Phantasmat: The Endless Night - A Mystery Hidden Object Game (Full),Games,1166.57421875,2.99,4.5
4507,Phantasmat: The Endless Night HD - A Mystery Hidden Object Game (Full),Games,1163.44921875,6.99,4.5
4508,FreeSpeech - Build Language and Learn Grammar,Education,188.134765625,9.99,4.0
4509,FUNDO［ファンドゥ］- 話題のネタを毎日更新！無料ニュースメディア,Entertainment,16.482421875,0.0,0.0
4510,Wild Kratts Baby Buddies,Education,667.4140625,1.99,3.0
4511,PBS KIDS ScratchJr,Education,98.224609375,0.0,4.0
4512,魔女の泉,Games,231.0029296875,2.99,0.0
4513,Rodeo Stampede - Sky Zoo Safari,Games,241.1142578125,0.0,4.5
4514,艺龙旅行Pro-酒店预订专家,Travel,136.01953125,0.99,0.0
4515,MaxCurve - Photo editor for pro photography,Photo & Video,38.21484375,3.99,4.5
4516,Shuffle Cats,Games,150.5234375,0.0,4.0
4517,Matt Duchene's Hockey Classic,Games,373.4609375,3.99,4.5
4518,Blaze and the Monster Machines Dinosaur Rescue HD,Education,394.2421875,4.99,3.0
4519,Blaze and the Monster Machines Dinosaur Rescue,Education,394.41015625,2.99,4.5
4520,Midnight Calling: Anabel - A Mystery Hidden Object Game (Full),Games,716.845703125,6.99,4.5
4521,Earth Defender S - Trillion Battle Game,Games,102.0166015625,0.0,4.5
